"sl_no","item1_img_path","item2_img_path","occasion","rating","checked","userId"
"2394","Amazon/images/41rtljcD6bL.jpg","Amazon/images/41YSHdiROIL.jpg","1,6","2","1","2"
"2395","Amazon/images/41h811GazaL.jpg","Amazon/images/41c0BzUWxyL.jpg","2","4","1","2"
"2396","Amazon/images/51dLqJS5PPL.jpg","Amazon/images/31Em3tKfKaL.jpg","3","1","1","2"
"2397","Amazon/images/41ovUIbFtML.jpg","Amazon/images/41GWdq%2BOpyL.jpg","3","1","1","2"
"2398","Amazon/images/41ckTh3OXeL.jpg","Amazon/images/41tcYHChHoL.jpg","2","3","1","2"
"2399","Amazon/images/41f%2BInitmfL.jpg","Amazon/images/41maYFVBeeL.jpg","1,6","4","1","2"
"2400","Amazon/images/51Hx0hFgB6L.jpg","Amazon/images/4182ZwGiNXL.jpg","2","3","1","2"
"2401","Amazon/images/41KrfpL2fqL.jpg","Amazon/images/4182ZwGiNXL.jpg","3","3","1","2"
"2402","Amazon/images/41Zz7Zn8lBL.jpg","Amazon/images/41WS2UdCGXL.jpg","2","3","1","2"
"2403","Amazon/images/51sgSKBGclL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","3","1","1","2"
"2404","Amazon/images/418BSj2sbCL.jpg","Amazon/images/4141zCkh5cL.jpg","2","3","1","2"
"2405","Amazon/images/410E76hsG0L.jpg","Amazon/images/41m0FgksT1L.jpg","3","1","1","2"
"2406","Amazon/images/41dpwPLUPGL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","3","1","2"
"2407","Amazon/images/41MV1l1ljvL.jpg","Amazon/images/41mWOI0DW0L.jpg","1","4","1","2"
"2408","Amazon/images/414SYsu1jvL.jpg","Amazon/images/41rqNiRIgdL.jpg","1","1","1","2"
"2409","Amazon/images/41yuMPvbnIL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","3","1","1","2"
"2410","Amazon/images/41uv-H7iUgL.jpg","Amazon/images/413YvtgV2FL.jpg","2","4","1","2"
"2411","Amazon/images/31Q3B3y6plL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","3","1","2"
"2412","Amazon/images/41M9EdCF6oL.jpg","Amazon/images/41m0FgksT1L.jpg","3","1","1","2"
"2413","Amazon/images/51mdmNCD3SL.jpg","Amazon/images/41s8GP6bQkL.jpg","2","4","1","2"
"2414","Amazon/images/41GksCvpk4L.jpg","Amazon/images/41Cr%2BAECjyL.jpg","1","4","1","2"
"2415","Amazon/images/41jY0RhISXL.jpg","Amazon/images/41l0dGkIbDL.jpg","2","3","1","2"
"2416","Amazon/images/41U59tdamoL.jpg","Amazon/images/41rqNiRIgdL.jpg","6","2","1","2"
"2417","Amazon/images/41Xh1zGD8rL.jpg","Amazon/images/413XBtx7k5L.jpg","2","3","1","2"
"2418","Amazon/images/41efuMfmp1L.jpg","Amazon/images/41iMMCy2RbL.jpg","3","2","1","2"
"2419","Amazon/images/41LxXmEpGLL.jpg","Amazon/images/41PEyVgOtiL.jpg","2","4","1","2"
"2420","Amazon/images/41rMASnLe8L.jpg","Amazon/images/411tFNX%2B51L.jpg","2","4","1","2"
"2421","Amazon/images/41QXbzohjWL.jpg","Amazon/images/41V5aOwwlGL.jpg","1","4","1","2"
"2422","Amazon/images/51KUW4XKW-L.jpg","Amazon/images/41qiQqqLDUL.jpg","3","2","1","2"
"2423","Amazon/images/41qcCVFlECL.jpg","Amazon/images/41JXOlOAXHL.jpg","2","4","1","2"
"2424","Amazon/images/415zJ7JUZDL.jpg","Amazon/images/4170fAW4x%2BL.jpg","2","3","1","2"
"2425","Amazon/images/416Je7twzmL.jpg","Amazon/images/41EZG-uOGfL.jpg","1","4","1","2"
"2426","Amazon/images/41dAGgNKQGL.jpg","Amazon/images/41n39srVFAL.jpg","3","3","1","2"
"2427","Amazon/images/41yhZcQltbL.jpg","Amazon/images/41NzHlC46kL.jpg","2","4","1","2"
"2428","Amazon/images/41Q5JH-j0DL.jpg","Amazon/images/41czTuLOQvL.jpg","2","3","1","2"
"2429","Amazon/images/412romQv87L.jpg","Amazon/images/41MedmiQ68L.jpg","1","4","1","2"
"2430","Amazon/images/61%2BCJCt006L.jpg","Amazon/images/41JXOlOAXHL.jpg","3","5","1","2"
"2431","Amazon/images/41fXABGJ1ZL.jpg","Amazon/images/31gtJ8glq%2BL.jpg","6","4","1","2"
"2432","Amazon/images/41uystZmeEL.jpg","Amazon/images/411tFNX%2B51L.jpg","2","3","1","2"
"2433","Amazon/images/414G9XYAtsL.jpg","Amazon/images/419gCnFEHvL.jpg","2,3","3","1","2"
"2434","Amazon/images/41KiHGcCaWL.jpg","Amazon/images/41CAzqZTHFL.jpg","2","3","1","2"
"2435","Amazon/images/51Vg2aYz2rL.jpg","Amazon/images/410VZ73tEnL.jpg","3","4","1","2"
"2436","Amazon/images/41iyUEOHMrL.jpg","Amazon/images/415uEMF9eZL.jpg","2","3","1","2"
"2437","Amazon/images/41yVJrPVOtL.jpg","Amazon/images/31gtJ8glq%2BL.jpg","6","3","1","2"
"2438","Amazon/images/41Zmrwqy22L.jpg","Amazon/images/31gtJ8glq%2BL.jpg","2","4","1","2"
"2439","Amazon/images/41OTjl83vYL.jpg","Amazon/images/41gWT1dZDhL.jpg","2","3","1","2"
"2440","Amazon/images/414p4ZnOEQL.jpg","Amazon/images/41maYFVBeeL.jpg","6","4","1","2"
"2441","Amazon/images/418BSj2sbCL.jpg","Amazon/images/413XBtx7k5L.jpg","2","3","1","2"
"2442","Amazon/images/51xj0M7n8DL.jpg","Amazon/images/414vK-PXiuL.jpg","3","2","1","2"
"2443","Amazon/images/51nLIHYzgyL.jpg","Amazon/images/414vK-PXiuL.jpg","3","4","1","2"
"2444","Amazon/images/419cnAlA%2BWL.jpg","Amazon/images/41jK7-wnymL.jpg","1","3","1","2"
"2445","Amazon/images/41GksCvpk4L.jpg","Amazon/images/413YvtgV2FL.jpg","6","4","1","2"
"2446","Amazon/images/41Pv3j5k3cL.jpg","Amazon/images/41CAzqZTHFL.jpg","2","3","1","2"
"2447","Amazon/images/415uU45GntL.jpg","Amazon/images/4182ZwGiNXL.jpg","2","3","1","2"
"2448","Amazon/images/41p9Olu9OAL.jpg","Amazon/images/41lgdSTtR0L.jpg","3","1","1","2"
"2449","Amazon/images/41nWlYtiMsL.jpg","Amazon/images/41n39srVFAL.jpg","3","1","1","2"
"2450","Amazon/images/41Ydm0qx6yL.jpg","Amazon/images/419cD9L3QiL.jpg","6","4","1","2"
"2451","Amazon/images/412HpB7F3xL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2","3","1","2"
"2452","Amazon/images/51np2aUCRHL.jpg","Amazon/images/41tcYHChHoL.jpg","2","3","1","2"
"2453","Amazon/images/411gIcCVcIL.jpg","Amazon/images/41HbOiyS4jL.jpg","6","4","1","2"
"2454","Amazon/images/41DyjC91lNL.jpg","Amazon/images/41EZG-uOGfL.jpg","2","3","1","2"
"2455","Amazon/images/41kTw6c-lOL.jpg","Amazon/images/41lgdSTtR0L.jpg","2","4","1","2"
"2456","Amazon/images/41QdSYPhMML.jpg","Amazon/images/41AN-y8OE2L.jpg","2","4","1","2"
"2457","Amazon/images/41AurPl0t1L.jpg","Amazon/images/51X6A29hWhL.jpg","2","4","1","2"
"2458","Amazon/images/51iDPa8DeoL.jpg","Amazon/images/41HdicjYxPL.jpg","6","4","1","2"
"2459","Amazon/images/41VfkD7W1YL.jpg","Amazon/images/41NzHlC46kL.jpg","6","4","1","2"
"2460","Amazon/images/41me4oW1daL.jpg","Amazon/images/4170fAW4x%2BL.jpg","2","3","1","2"
"2461","Amazon/images/41AlMHpNEAL.jpg","Amazon/images/41MByOHbsBL.jpg","6","4","1","2"
"2462","Amazon/images/41M-Bb65daL.jpg","Amazon/images/41yqbdgEIeL.jpg","2","4","1","2"
"2463","Amazon/images/41l%2B3dmrJbL.jpg","Amazon/images/41gWT1dZDhL.jpg","2","3","1","2"
"2464","Amazon/images/41SNlP68CpL.jpg","Amazon/images/41MedmiQ68L.jpg","6","2","1","2"
"2465","Amazon/images/41a-2xUqPRL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2","4","1","2"
"2466","Amazon/images/41hqb1AfIVL.jpg","Amazon/images/41JXOlOAXHL.jpg","6","4","1","2"
"2467","Amazon/images/516STlWMkAL.jpg","Amazon/images/41pBNiokb-L.jpg","3","2","1","2"
"2468","Amazon/images/418AQgAumPL.jpg","Amazon/images/41NzHlC46kL.jpg","6","4","1","2"
"2469","Amazon/images/41oK0UK6Y9L.jpg","Amazon/images/41I7RXxeHuL.jpg","2","3","1","2"
"2470","Amazon/images/41F1-Fl1AcL.jpg","Amazon/images/41NzHlC46kL.jpg","6","4","1","2"
"2471","Amazon/images/41OE0fyEqiL.jpg","Amazon/images/41HbOiyS4jL.jpg","2,3","1","1","2"
"2472","Amazon/images/41dpwPLUPGL.jpg","Amazon/images/419gCnFEHvL.jpg","2","4","1","2"
"2473","Amazon/images/51swbvYcZsL.jpg","Amazon/images/41PYIM32NHL.jpg","2","2","1","2"
"2474","Amazon/images/41mt-Wtl0uL.jpg","Amazon/images/41maYFVBeeL.jpg","6","4","1","2"
"2475","Amazon/images/41LxXmEpGLL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","2","3","1","2"
"2476","Amazon/images/4182dPXLVFL.jpg","Amazon/images/41CAzqZTHFL.jpg","6","3","1","2"
"2477","Amazon/images/41MCd2JkLfL.jpg","Amazon/images/413XBtx7k5L.jpg","2","1","1","2"
"2478","Amazon/images/41oFN4q84GL.jpg","Amazon/images/41QUqtDNIkL.jpg","2","3","1","2"
"2479","Amazon/images/41T71pQpMXL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","1","1","2"
"2480","Amazon/images/41mnWJ7aNoL.jpg","Amazon/images/410VZ73tEnL.jpg","2","4","1","2"
"2481","Amazon/images/41hHnr5mPgL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"2482","Amazon/images/41%2BMlcScZxL.jpg","Amazon/images/41usSR2NUqL.jpg","2","4","1","2"
"2483","Amazon/images/5121aVIlkwL.jpg","Amazon/images/413YvtgV2FL.jpg","2","3","1","2"
"2484","Amazon/images/413zkoiTpGL.jpg","Amazon/images/41c0BzUWxyL.jpg","3","4","1","2"
"2485","Amazon/images/51FVNZ6JbBL.jpg","Amazon/images/41qiQqqLDUL.jpg","2","4","1","2"
"2486","Amazon/images/41GCcKmmYvL.jpg","Amazon/images/41czTuLOQvL.jpg","2","4","1","2"
"2487","Amazon/images/41L8PiWYHLL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","2","4","1","2"
"2488","Amazon/images/41iyUEOHMrL.jpg","Amazon/images/41AN-y8OE2L.jpg","2","3","1","2"
"2489","Amazon/images/41wgXXJGiCL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"2490","Amazon/images/41hHnr5mPgL.jpg","Amazon/images/51X6A29hWhL.jpg","2","4","1","2"
"2491","Amazon/images/412I3VnustL.jpg","Amazon/images/41MByOHbsBL.jpg","2","4","1","2"
"2492","Amazon/images/41SVKxjO7gL.jpg","Amazon/images/41qiQqqLDUL.jpg","2","3","1","2"
"2493","Amazon/images/515SKy-yNfL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","2","1","2"
"2494","Amazon/images/41dFzEKsNqL.jpg","Amazon/images/41maYFVBeeL.jpg","2","4","1","2"
"2495","Amazon/images/417%2BX-4mN9L.jpg","Amazon/images/41iOicF0SML.jpg","2","3","1","2"
"2496","Amazon/images/41mN6zE8vNL.jpg","Amazon/images/41WS2UdCGXL.jpg","2","3","1","2"
"2497","Amazon/images/41M-Bb65daL.jpg","Amazon/images/41m0FgksT1L.jpg","2","3","1","2"
"2498","Amazon/images/41yhZcQltbL.jpg","Amazon/images/41tcYHChHoL.jpg","2","3","1","2"
"2499","Amazon/images/414bLUg6pdL.jpg","Amazon/images/31JDkZYzJuL.jpg","1","4","1","2"
"2500","Amazon/images/41g0XgRpgTL.jpg","Amazon/images/41tcYHChHoL.jpg","2","3","1","2"
"2501","Amazon/images/41KWaW944hL.jpg","Amazon/images/414vK-PXiuL.jpg","3","1","1","2"
"2502","Amazon/images/41z6n7ryO3L.jpg","Amazon/images/41nhrpbqcLL.jpg","6","4","1","2"
"2503","Amazon/images/41S4BfBdyVL.jpg","Amazon/images/41YSHdiROIL.jpg","3","4","1","2"
"2504","Amazon/images/41Zz7Zn8lBL.jpg","Amazon/images/419cD9L3QiL.jpg","2","4","1","2"
"2505","Amazon/images/41iCx5%2BVnEL.jpg","Amazon/images/41MByOHbsBL.jpg","3","4","1","2"
"2506","Amazon/images/41Bwuwxk4bL.jpg","Amazon/images/419cD9L3QiL.jpg","6","4","1","2"
"2507","Amazon/images/51xvdPD5XFL.jpg","Amazon/images/41lKJqCFKFL.jpg","2","3","1","2"
"2508","Amazon/images/410E76hsG0L.jpg","Amazon/images/414vK-PXiuL.jpg","3","2","1","2"
"2509","Amazon/images/51Vg2aYz2rL.jpg","Amazon/images/41CAzqZTHFL.jpg","6","3","1","2"
"2510","Amazon/images/41iyUEOHMrL.jpg","Amazon/images/413XBtx7k5L.jpg","2","3","1","2"
"2511","Amazon/images/41ec9N4VBFL.jpg","Amazon/images/41m0FgksT1L.jpg","2","3","1","2"
"2512","Amazon/images/415ineIxeSL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2","3","1","2"
"2513","Amazon/images/517phA%2BjzpL.jpg","Amazon/images/41nhrpbqcLL.jpg","6","4","1","2"
"2514","Amazon/images/411zYQlN16L.jpg","Amazon/images/31Ll0TNLC6L.jpg","2","4","1","2"
"2515","Amazon/images/51nfOqGSuPL.jpg","Amazon/images/41E63AFImSL.jpg","2","3","1","2"
"2516","Amazon/images/41Uxr6g-h2L.jpg","Amazon/images/31gtJ8glq%2BL.jpg","3","4","1","2"
"2517","Amazon/images/41OCD-081pL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"2518","Amazon/images/51rJ%2BUdkc5L.jpg","Amazon/images/41tcYHChHoL.jpg","2","2","1","2"
"2519","Amazon/images/41YpL3w0HwL.jpg","Amazon/images/41YSHdiROIL.jpg","6","4","1","2"
"2520","Amazon/images/41OPvVg1VEL.jpg","Amazon/images/41AN-y8OE2L.jpg","2","3","1","2"
"2521","Amazon/images/41LhoG0m0rL.jpg","Amazon/images/41yqbdgEIeL.jpg","2","4","1","2"
"2522","Amazon/images/41ZYED-itBL.jpg","Amazon/images/41NzHlC46kL.jpg","2","3","1","2"
"2523","Amazon/images/41OWRcGTytL.jpg","Amazon/images/41E7EhoW9uL.jpg","6","3","1","2"
"2524","Amazon/images/61oEHUy%2B0PL.jpg","Amazon/images/414vK-PXiuL.jpg","3","5","1","2"
"2525","Amazon/images/51BEhMSTBKL.jpg","Amazon/images/41m0FgksT1L.jpg","3","1","1","2"
"2526","Amazon/images/41n518c9n9L.jpg","Amazon/images/41WS2UdCGXL.jpg","2","1","1","2"
"2527","Amazon/images/41Lt3tck92L.jpg","Amazon/images/41Z2OsRDqCL.jpg","2","2","1","2"
"2528","Amazon/images/51dkakjRuwL.jpg","Amazon/images/41lKJqCFKFL.jpg","3","3","1","2"
"2529","Amazon/images/41mN6zE8vNL.jpg","Amazon/images/41HIAEnWKWL.jpg","2","2","1","2"
"2530","Amazon/images/41xE6VUM4DL.jpg","Amazon/images/31Ll0TNLC6L.jpg","2","3","1","2"
"2531","Amazon/images/41Azd5QZUoL.jpg","Amazon/images/41m0FgksT1L.jpg","2","4","1","2"
"2532","Amazon/images/417dpOET0AL.jpg","Amazon/images/51oSaj2BUCL.jpg","2","1","1","2"
"2533","Amazon/images/51xlMYvpXhL.jpg","Amazon/images/41maYFVBeeL.jpg","1","4","1","2"
"2534","Amazon/images/41ucjhXxGHL.jpg","Amazon/images/41bt6tUEYQL.jpg","2","3","1","2"
"2535","Amazon/images/41IJ9yo-Q2L.jpg","Amazon/images/41PKgzpBBBL.jpg","2","3","1","2"
"2536","Amazon/images/418NsZsSWuL.jpg","Amazon/images/41TP120YxbL.jpg","3","2","1","2"
"2537","Amazon/images/41lHnj8dP-L.jpg","Amazon/images/4182ZwGiNXL.jpg","1","4","1","2"
"2538","Amazon/images/41GQttQiCDL.jpg","Amazon/images/41lgdSTtR0L.jpg","2","3","1","2"
"2539","Amazon/images/41tRUQNTXgL.jpg","Amazon/images/41l0dGkIbDL.jpg","2","3","1","2"
"2540","Amazon/images/41PNgIFnkML.jpg","Amazon/images/4182ZwGiNXL.jpg","3","3","1","2"
"2541","Amazon/images/41-Jmhst6cL.jpg","Amazon/images/41PEyVgOtiL.jpg","2","5","1","2"
"2542","Amazon/images/51qFOtjYogL.jpg","Amazon/images/313ahyptqUL.jpg","2","1","1","2"
"2543","Amazon/images/41ldeXOAzkL.jpg","Amazon/images/41c3NSTRZuL.jpg","1","4","1","2"
"2544","Amazon/images/51P0f49fXTL.jpg","Amazon/images/31gN%2BxtNdoL.jpg","6","4","1","2"
"2545","Amazon/images/41oK0UK6Y9L.jpg","Amazon/images/41GWdq%2BOpyL.jpg","2","3","1","2"
"2546","Amazon/images/419eeMwWwrL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","2","3","1","2"
"2547","Amazon/images/51Hx0hFgB6L.jpg","Amazon/images/41EZG-uOGfL.jpg","2","3","1","2"
"2548","Amazon/images/411m647JalL.jpg","Amazon/images/41iMMCy2RbL.jpg","2","4","1","2"
"2549","Amazon/images/51USyCseVxL.jpg","Amazon/images/41n39srVFAL.jpg","3","3","1","2"
"2550","Amazon/images/41ZPSfwdKuL.jpg","Amazon/images/31N0bKOOhAL.jpg","2","3","1","2"
"2551","Amazon/images/41Fvz8XdGkL.jpg","Amazon/images/41gWT1dZDhL.jpg","2","3","1","2"
"2552","Amazon/images/41jPqnUXJzL.jpg","Amazon/images/41mWOI0DW0L.jpg","2","3","1","2"
"2553","Amazon/images/41M6K6f4kEL.jpg","Amazon/images/41AN-y8OE2L.jpg","2","4","1","2"
"2554","Amazon/images/410tL9t3g9L.jpg","Amazon/images/41EZG-uOGfL.jpg","1","4","1","2"
"2555","Amazon/images/41SNlP68CpL.jpg","Amazon/images/51X6A29hWhL.jpg","6","4","1","2"
"2556","Amazon/images/61xWJ5a6IrL.jpg","Amazon/images/41m0FgksT1L.jpg","3","1","1","2"
"2557","Amazon/images/31vzOBOj3tL.jpg","Amazon/images/41EF8EMZgML.jpg","2","4","1","2"
"2558","Amazon/images/51Aa-ukPkcL.jpg","Amazon/images/41l0dGkIbDL.jpg","2","4","1","2"
"2559","Amazon/images/41Pfe2jqdnL.jpg","Amazon/images/31gtJ8glq%2BL.jpg","6","3","1","2"
"2560","Amazon/images/41Xdjbw9gnL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","4","1","2"
"2561","Amazon/images/411-3ej5B1L.jpg","Amazon/images/41tcYHChHoL.jpg","1","4","1","2"
"2562","Amazon/images/41E4NVS-knL.jpg","Amazon/images/4182ZwGiNXL.jpg","6","5","1","2"
"2563","Amazon/images/41hvrsZdfRL.jpg","Amazon/images/4170fAW4x%2BL.jpg","2","4","1","2"
"2564","Amazon/images/41qHMyHJj0L.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"2565","Amazon/images/51Rg1mOmT-L.jpg","Amazon/images/41qiQqqLDUL.jpg","3","3","1","2"
"2566","Amazon/images/518s3bv9OAL.jpg","Amazon/images/41NzHlC46kL.jpg","3","2","1","2"
"2567","Amazon/images/415x%2Bz8br2L.jpg","Amazon/images/4162-T9AazL.jpg","3","2","1","2"
"2568","Amazon/images/51mcf1co-eL.jpg","Amazon/images/51oSaj2BUCL.jpg","3","2","1","2"
"2569","Amazon/images/41ovX61PCEL.jpg","Amazon/images/41Ww5lQOsrL.jpg","2","4","1","2"
"2570","Amazon/images/41nWlYtiMsL.jpg","Amazon/images/31Ll0TNLC6L.jpg","3","4","1","2"
"2571","Amazon/images/41G%2BROz%2BV9L.jpg","Amazon/images/4182ZwGiNXL.jpg","1","4","1","2"
"2572","Amazon/images/41wSjWXV2ML.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","3","1","2"
"2573","Amazon/images/41ovUIbFtML.jpg","Amazon/images/4182ZwGiNXL.jpg","6","1","1","2"
"2574","Amazon/images/41HZ8Cz6TyL.jpg","Amazon/images/41n39srVFAL.jpg","3","3","1","2"
"2575","Amazon/images/312MvzhFNAL.jpg","Amazon/images/41mWOI0DW0L.jpg","6","4","1","2"
"2576","Amazon/images/41DWiUKjYAL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"2577","Amazon/images/41OCD-081pL.jpg","Amazon/images/31gN%2BxtNdoL.jpg","2","4","1","2"
"2578","Amazon/images/41QXbzohjWL.jpg","Amazon/images/41Ww5lQOsrL.jpg","1","4","1","2"
"2579","Amazon/images/41Or43em0IL.jpg","Amazon/images/41vqgFpb2WL.jpg","2","3","1","2"
"2580","Amazon/images/41KWaW944hL.jpg","Amazon/images/41c3NSTRZuL.jpg","1","4","1","2"
"2581","Amazon/images/51-bh3w890L.jpg","Amazon/images/41I7RXxeHuL.jpg","2","3","1","2"
"2582","Amazon/images/41Lt3tck92L.jpg","Amazon/images/41HIAEnWKWL.jpg","2","1","1","2"
"2583","Amazon/images/41GksCvpk4L.jpg","Amazon/images/41c0BzUWxyL.jpg","1","4","1","2"
"2584","Amazon/images/41vVT-xmKTL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"2585","Amazon/images/41Q%2BD4dS3xL.jpg","Amazon/images/415uEMF9eZL.jpg","1","4","1","2"
"2586","Amazon/images/41JHRpL4CSL.jpg","Amazon/images/413XBtx7k5L.jpg","2","1","1","2"
"2587","Amazon/images/51WsqX1pkRL.jpg","Amazon/images/41vqgFpb2WL.jpg","2","4","1","2"
"2588","Amazon/images/414q45TB7KL.jpg","Amazon/images/41QDfkfHEkL.jpg","6","3","1","2"
"2589","Amazon/images/41EWkrOK-XL.jpg","Amazon/images/41mWOI0DW0L.jpg","6","4","1","2"
"2590","Amazon/images/41%2BtxigR1PL.jpg","Amazon/images/41maYFVBeeL.jpg","2","3","1","2"
"2591","Amazon/images/41SNlP68CpL.jpg","Amazon/images/41Ww5lQOsrL.jpg","3","5","1","2"
"2592","Amazon/images/41QmzryXw0L.jpg","Amazon/images/41FQKH53N%2BL.jpg","1","4","1","2"
"2593","Amazon/images/41dQ4lCWK5L.jpg","Amazon/images/41Cr%2BAECjyL.jpg","6","3","1","2"
"2594","Amazon/images/51yuRfsjTqL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2,3","4","1","2"
"2595","Amazon/images/41gO0%2B7t1XL.jpg","Amazon/images/31gN%2BxtNdoL.jpg","2","3","1","2"
"2596","Amazon/images/41tlybQUO-L.jpg","Amazon/images/414vK-PXiuL.jpg","3","4","1","2"
"2597","Amazon/images/41hp2Sz8dnL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","6","4","1","2"
"2598","Amazon/images/41BUu1%2BU5vL.jpg","Amazon/images/41c0BzUWxyL.jpg","2","4","1","2"
"2599","Amazon/images/41tkAU9VPrL.jpg","Amazon/images/4162-T9AazL.jpg","2","4","1","2"
"2600","Amazon/images/51nZxG4mY7L.jpg","Amazon/images/41yqbdgEIeL.jpg","3","3","1","2"
"2601","Amazon/images/41KhbcTMRBL.jpg","Amazon/images/41AN-y8OE2L.jpg","3","1","1","2"
"2602","Amazon/images/41jPqnUXJzL.jpg","Amazon/images/41Ww5lQOsrL.jpg","2","4","1","2"
"2603","Amazon/images/51nLIHYzgyL.jpg","Amazon/images/41AN-y8OE2L.jpg","3","3","1","2"
"2604","Amazon/images/51ucA1I9nKL.jpg","Amazon/images/410VZ73tEnL.jpg","3","2","1","2"
"2605","Amazon/images/41f%2BInitmfL.jpg","Amazon/images/41lKJqCFKFL.jpg","1","4","1","2"
"2606","Amazon/images/41FgAbu1EIL.jpg","Amazon/images/41m0FgksT1L.jpg","3","3","1","2"
"2607","Amazon/images/41yGMAnY0BL.jpg","Amazon/images/4170fAW4x%2BL.jpg","2","3","1","2"
"2608","Amazon/images/51xlMYvpXhL.jpg","Amazon/images/31Ll0TNLC6L.jpg","6","4","1","2"
"2609","Amazon/images/41OUmPpg7oL.jpg","Amazon/images/41QDfkfHEkL.jpg","6","4","1","2"
"2610","Amazon/images/41kXPYK1kzL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"2611","Amazon/images/41fqeF3OI7L.jpg","Amazon/images/41EZG-uOGfL.jpg","1","4","1","2"
"2612","Amazon/images/41tPxiqQJWL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"2613","Amazon/images/41Vqti6rkPL.jpg","Amazon/images/415uEMF9eZL.jpg","1","4","1","2"
"2614","Amazon/images/416S6YyFSpL.jpg","Amazon/images/51X6A29hWhL.jpg","2","3","1","2"
"2615","Amazon/images/416FiqA10NL.jpg","Amazon/images/41nhrpbqcLL.jpg","2","3","1","2"
"2616","Amazon/images/41AurPl0t1L.jpg","Amazon/images/415uEMF9eZL.jpg","2","4","1","2"
"2617","Amazon/images/41Eghq3Sq7L.jpg","Amazon/images/41m0FgksT1L.jpg","2","3","1","2"
"2618","Amazon/images/41uv-H7iUgL.jpg","Amazon/images/41iMMCy2RbL.jpg","2","3","1","2"
"2619","Amazon/images/41efuMfmp1L.jpg","Amazon/images/41Xxi3bUPvL.jpg","6","4","1","2"
"2620","Amazon/images/41me4oW1daL.jpg","Amazon/images/4162-T9AazL.jpg","2","4","1","2"
"2621","Amazon/images/41V9gMsbnrL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","2","3","1","2"
"2622","Amazon/images/41x8JeBBUXL.jpg","Amazon/images/41pBNiokb-L.jpg","2","4","1","2"
"2623","Amazon/images/41NnHbG0NIL.jpg","Amazon/images/41CAzqZTHFL.jpg","6","4","1","2"
"2624","Amazon/images/41MnvaurJvL.jpg","Amazon/images/41maYFVBeeL.jpg","6","3","1","2"
"2625","Amazon/images/61JtOwy90dL.jpg","Amazon/images/41YSHdiROIL.jpg","6","4","1","2"
"2626","Amazon/images/41my1n98XyL.jpg","Amazon/images/41E7EhoW9uL.jpg","6","3","1","2"
"2627","Amazon/images/41h4qITJ1fL.jpg","Amazon/images/41VLCuXs4FL.jpg","6","4","1","2"
"2628","Amazon/images/512ktPgQMML.jpg","Amazon/images/41pBNiokb-L.jpg","3","1","1","2"
"2629","Amazon/images/410tL9t3g9L.jpg","Amazon/images/313ahyptqUL.jpg","6","1","1","2"
"2630","Amazon/images/51EQc9HxGxL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","4","1","2"
"2631","Amazon/images/51hcMNZnqjL.jpg","Amazon/images/41HbOiyS4jL.jpg","2","3","1","2"
"2632","Amazon/images/41A3FkGLAUL.jpg","Amazon/images/41EF8EMZgML.jpg","3","3","1","2"
"2633","Amazon/images/412sxQtYFiL.jpg","Amazon/images/41HbOiyS4jL.jpg","3","4","1","2"
"2634","Amazon/images/519-CR2FbIL.jpg","Amazon/images/41MedmiQ68L.jpg","3","3","1","2"
"2635","Amazon/images/41oETh2lTWL.jpg","Amazon/images/41l0dGkIbDL.jpg","3","3","1","2"
"2636","Amazon/images/41TQD0eKMxL.jpg","Amazon/images/41Is6RSGa6L.jpg","2","3","1","2"
"2637","Amazon/images/41BC4w6l6JL.jpg","Amazon/images/419gCnFEHvL.jpg","1","5","1","2"
"2638","Amazon/images/41QdSYPhMML.jpg","Amazon/images/51oSaj2BUCL.jpg","2","1","1","2"
"2639","Amazon/images/41a-2xUqPRL.jpg","Amazon/images/41YSHdiROIL.jpg","2","3","1","2"
