,o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
14090,7502,Amazon/images/41Q%2BD4dS3xL.jpg,Amazon/images/415uEMF9eZL.jpg,1,5,10
14094,9325,Amazon/images/41JHRpL4CSL.jpg,Amazon/images/413XBtx7k5L.jpg,2,4,8
14095,8162,Amazon/images/51WsqX1pkRL.jpg,Amazon/images/41vqgFpb2WL.jpg,2,11,8
14096,6580,Amazon/images/414q45TB7KL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
14097,11388,Amazon/images/41EWkrOK-XL.jpg,Amazon/images/41mWOI0DW0L.jpg,6,5,10
14098,10184,Amazon/images/41%2BtxigR1PL.jpg,Amazon/images/41maYFVBeeL.jpg,2,11,10
14101,10893,Amazon/images/41SNlP68CpL.jpg,Amazon/images/41Ww5lQOsrL.jpg,3,5,10
14103,8714,Amazon/images/41QmzryXw0L.jpg,Amazon/images/41FQKH53N%2BL.jpg,1,5,10
14104,11730,Amazon/images/41dQ4lCWK5L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,6,5,10
14105,11935,Amazon/images/51yuRfsjTqL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,"2,3",5,10
14107,9573,Amazon/images/41gO0%2B7t1XL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,4,10
14108,7110,Amazon/images/41tlybQUO-L.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
14109,4634,Amazon/images/41hp2Sz8dnL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,6,5,10
14110,10661,Amazon/images/41BUu1%2BU5vL.jpg,Amazon/images/41c0BzUWxyL.jpg,2,11,10
14111,2368,Amazon/images/41tkAU9VPrL.jpg,Amazon/images/4162-T9AazL.jpg,2,3,8
14114,11191,Amazon/images/51nZxG4mY7L.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
14115,11148,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
14116,10775,Amazon/images/41jPqnUXJzL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
14117,8717,Amazon/images/51nLIHYzgyL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
14118,8207,Amazon/images/51ucA1I9nKL.jpg,Amazon/images/410VZ73tEnL.jpg,3,5,10
14119,7179,Amazon/images/41f%2BInitmfL.jpg,Amazon/images/41lKJqCFKFL.jpg,1,5,10
14121,9782,Amazon/images/41FgAbu1EIL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
14122,11049,Amazon/images/41yGMAnY0BL.jpg,Amazon/images/4170fAW4x%2BL.jpg,2,3,8
14124,6763,Amazon/images/51xlMYvpXhL.jpg,Amazon/images/31Ll0TNLC6L.jpg,6,5,10
14126,9238,Amazon/images/41OUmPpg7oL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
14127,7806,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
14128,7074,Amazon/images/41fqeF3OI7L.jpg,Amazon/images/41EZG-uOGfL.jpg,1,5,10
14135,8778,Amazon/images/41tPxiqQJWL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
14136,7038,Amazon/images/41Vqti6rkPL.jpg,Amazon/images/415uEMF9eZL.jpg,1,5,10
14138,11626,Amazon/images/416S6YyFSpL.jpg,Amazon/images/51X6A29hWhL.jpg,2,4,10
14140,6554,Amazon/images/416FiqA10NL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,3,10
14143,7375,Amazon/images/41AurPl0t1L.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
14145,9854,Amazon/images/41Eghq3Sq7L.jpg,Amazon/images/41m0FgksT1L.jpg,2,3,10
14146,7415,Amazon/images/41uv-H7iUgL.jpg,Amazon/images/41iMMCy2RbL.jpg,2,4,10
14149,6721,Amazon/images/41efuMfmp1L.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
14153,10739,Amazon/images/41me4oW1daL.jpg,Amazon/images/4162-T9AazL.jpg,2,4,8
14154,9738,Amazon/images/41V9gMsbnrL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
14155,9235,Amazon/images/41x8JeBBUXL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
14156,11797,Amazon/images/41NnHbG0NIL.jpg,Amazon/images/41CAzqZTHFL.jpg,6,5,10
14157,10158,Amazon/images/41MnvaurJvL.jpg,Amazon/images/41maYFVBeeL.jpg,6,5,10
14158,7465,Amazon/images/61JtOwy90dL.jpg,Amazon/images/41YSHdiROIL.jpg,6,5,10
14159,6947,Amazon/images/41my1n98XyL.jpg,Amazon/images/41E7EhoW9uL.jpg,6,5,10
14161,832,Amazon/images/41h4qITJ1fL.jpg,Amazon/images/41VLCuXs4FL.jpg,6,5,10
14164,7218,Amazon/images/512ktPgQMML.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
14165,7032,Amazon/images/410tL9t3g9L.jpg,Amazon/images/313ahyptqUL.jpg,6,5,8
14167,4263,Amazon/images/51EQc9HxGxL.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
14168,7619,Amazon/images/51hcMNZnqjL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,4,10
14169,9883,Amazon/images/41A3FkGLAUL.jpg,Amazon/images/41EF8EMZgML.jpg,3,3,10
14170,7694,Amazon/images/412sxQtYFiL.jpg,Amazon/images/41HbOiyS4jL.jpg,3,5,10
14171,7790,Amazon/images/519-CR2FbIL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
14172,9437,Amazon/images/41oETh2lTWL.jpg,Amazon/images/41l0dGkIbDL.jpg,3,5,10
14174,9140,Amazon/images/41TQD0eKMxL.jpg,Amazon/images/41Is6RSGa6L.jpg,2,4,8
14175,9584,Amazon/images/41BC4w6l6JL.jpg,Amazon/images/419gCnFEHvL.jpg,1,5,10
14176,8809,Amazon/images/41QdSYPhMML.jpg,Amazon/images/51oSaj2BUCL.jpg,2,4,10
14178,10845,Amazon/images/41a-2xUqPRL.jpg,Amazon/images/41YSHdiROIL.jpg,2,11,10
14179,9357,Amazon/images/51iuA6MLbsL.jpg,Amazon/images/419gCnFEHvL.jpg,2,4,10
14180,10374,Amazon/images/41QBRo3GZmL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
14182,7434,Amazon/images/41q4cuqB3GL.jpg,Amazon/images/41rqNiRIgdL.jpg,6,5,10
14186,8085,Amazon/images/414p4ZnOEQL.jpg,Amazon/images/4182ZwGiNXL.jpg,1,5,10
14190,4684,Amazon/images/41WAIgVHoiL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
14192,7011,Amazon/images/41OPvVg1VEL.jpg,Amazon/images/41NzHlC46kL.jpg,2,3,10
14193,8419,Amazon/images/412HpB7F3xL.jpg,Amazon/images/410VZ73tEnL.jpg,2,4,10
14195,1165,Amazon/images/516glx37vnL.jpg,Amazon/images/413XBtx7k5L.jpg,2,4,8
14198,10317,Amazon/images/51E8lQFlKFL.jpg,Amazon/images/41YSHdiROIL.jpg,2,4,10
14200,7071,Amazon/images/41k7eqx6vLL.jpg,Amazon/images/41iMMCy2RbL.jpg,3,5,10
14202,11816,Amazon/images/41efuMfmp1L.jpg,Amazon/images/41EZG-uOGfL.jpg,1,5,10
14203,11836,Amazon/images/416Je7twzmL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
14204,5611,Amazon/images/51zmqS5OEzL.jpg,Amazon/images/4162-T9AazL.jpg,2,11,8
14206,11266,Amazon/images/41BUu1%2BU5vL.jpg,Amazon/images/41maYFVBeeL.jpg,2,11,10
14209,10475,Amazon/images/51WsqX1pkRL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
14211,6717,Amazon/images/41n518c9n9L.jpg,Amazon/images/419cD9L3QiL.jpg,2,11,10
14214,8798,Amazon/images/41kTw6c-lOL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
14216,8768,Amazon/images/31bW5l3muhL.jpg,Amazon/images/415uEMF9eZL.jpg,1,5,10
14217,10564,Amazon/images/41LxXmEpGLL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
14219,7680,Amazon/images/41eTW0NAsQL.jpg,Amazon/images/41QUqtDNIkL.jpg,2,4,10
14220,10323,Amazon/images/41FXXBOgSCL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
14222,8901,Amazon/images/41q9-rxMuQL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,1,5,10
14223,6122,Amazon/images/41mt-Wtl0uL.jpg,Amazon/images/41tcYHChHoL.jpg,1,5,10
14224,3659,Amazon/images/51Q91XvGgBL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
14225,10226,Amazon/images/51dLqJS5PPL.jpg,Amazon/images/41Ww5lQOsrL.jpg,3,5,10
14226,9926,Amazon/images/41OWRcGTytL.jpg,Amazon/images/4182ZwGiNXL.jpg,1,5,10
14227,7917,Amazon/images/51eRr-VDDDL.jpg,Amazon/images/41lKJqCFKFL.jpg,3,5,10
14228,7749,Amazon/images/41tmdqeKb7L.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
14230,7524,Amazon/images/41DlLUcN96L.jpg,Amazon/images/41lKJqCFKFL.jpg,6,5,10
14231,7907,Amazon/images/413Xbj4EdfL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
14233,6702,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/41nhrpbqcLL.jpg,6,5,10
14235,11633,Amazon/images/51dkakjRuwL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
14236,10257,Amazon/images/41ohZ%2BatCFL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
14237,1326,Amazon/images/412SICNjuSL.jpg,Amazon/images/41dJ2It7vSL.jpg,2,11,8
14238,10529,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
14239,6799,Amazon/images/41ZX5a87M%2BL.jpg,Amazon/images/41m0FgksT1L.jpg,2,4,10
14240,10353,Amazon/images/41mN6zE8vNL.jpg,Amazon/images/41maYFVBeeL.jpg,2,4,10
14241,9698,Amazon/images/41Y-JYS2gNL.jpg,Amazon/images/41EF8EMZgML.jpg,2,11,10
14242,6500,Amazon/images/51wdCbZGgbL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
14243,11200,Amazon/images/51ov-HCahhL.jpg,Amazon/images/41Ca1HdjwwL.jpg,3,5,8
14244,10382,Amazon/images/41EWkrOK-XL.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
14245,1654,Amazon/images/41GLps1MQ1L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
14246,10797,Amazon/images/41uv-H7iUgL.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
14247,6056,Amazon/images/41zRvM41-rL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
14248,9360,Amazon/images/41GQttQiCDL.jpg,Amazon/images/413XBtx7k5L.jpg,2,11,8
14249,8081,Amazon/images/41B08bgEfiL.jpg,Amazon/images/41FQKH53N%2BL.jpg,6,5,10
14252,10108,Amazon/images/41TmRklDs4L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
14253,11739,Amazon/images/51WsqX1pkRL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
14254,6180,Amazon/images/31bW5l3muhL.jpg,Amazon/images/41tcYHChHoL.jpg,1,5,10
14255,4997,Amazon/images/41-EGQRaJiL.jpg,Amazon/images/41sn8E0T5QL.jpg,6,5,10
14256,7226,Amazon/images/61xWJ5a6IrL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
14257,11629,Amazon/images/41uexG3EaFL.jpg,Amazon/images/41WS2UdCGXL.jpg,2,4,8
14259,11245,Amazon/images/4189u5by2%2BL.jpg,Amazon/images/41CAzqZTHFL.jpg,2,4,10
14262,4468,Amazon/images/41vvlF920zL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
14264,332,Amazon/images/415wJHLvUTL.jpg,Amazon/images/41N1o69lE5L.jpg,3,5,1
14265,11539,Amazon/images/41xn6GbcVkL.jpg,Amazon/images/41NzHlC46kL.jpg,2,11,10
14266,11893,Amazon/images/41hwdZwRHWL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
14267,10132,Amazon/images/41DRzv56TSL.jpg,Amazon/images/4182ZwGiNXL.jpg,6,5,10
14270,10253,Amazon/images/51Rg9dlP9YL.jpg,Amazon/images/41YSHdiROIL.jpg,2,4,10
14271,8226,Amazon/images/41efuMfmp1L.jpg,Amazon/images/413YvtgV2FL.jpg,6,5,10
14273,7692,Amazon/images/51z2pxdpDSL.jpg,Amazon/images/41MedmiQ68L.jpg,2,11,10
14274,8972,Amazon/images/41Ydm0qx6yL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,1,5,10
14276,10795,Amazon/images/41Zmrwqy22L.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
14277,2458,Amazon/images/41Em32FOP-L.jpg,Amazon/images/41ULoeb0BRL.jpg,6,5,8
14279,6293,Amazon/images/41wMp4856gL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
14280,9444,Amazon/images/51lDZZqa-HL.jpg,Amazon/images/41m0FgksT1L.jpg,2,5,10
14281,11899,Amazon/images/41GBcqlavqL.jpg,Amazon/images/4170fAW4x%2BL.jpg,2,11,8
14282,9028,Amazon/images/41kDf0CFE6L.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
14283,10951,Amazon/images/41CiVlmKmHL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
14285,8243,Amazon/images/419uC4SxRBL.jpg,Amazon/images/31Em3tKfKaL.jpg,2,11,8
14286,9256,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
14287,6389,Amazon/images/41hHnr5mPgL.jpg,Amazon/images/41HIAEnWKWL.jpg,2,11,8
14288,10649,Amazon/images/41uexG3EaFL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
14289,9313,Amazon/images/51fDZkmHaDL.jpg,Amazon/images/41bt6tUEYQL.jpg,2,11,8
14290,6889,Amazon/images/312MvzhFNAL.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
14291,10049,Amazon/images/41oETh2lTWL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
14292,11845,Amazon/images/41xmv%2Bi7bPL.jpg,Amazon/images/41buzrITqKL.jpg,2,11,8
14293,10435,Amazon/images/51Aa-ukPkcL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
14294,8707,Amazon/images/41MOfObzduL.jpg,Amazon/images/41PEyVgOtiL.jpg,2,11,1
14295,11520,Amazon/images/41mN6zE8vNL.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
14296,8849,Amazon/images/416Je7twzmL.jpg,Amazon/images/41FQKH53N%2BL.jpg,1,5,10
14297,6457,Amazon/images/41uU7VTZBWL.jpg,Amazon/images/4162-T9AazL.jpg,2,4,8
14298,7757,Amazon/images/41klkOqK0wL.jpg,Amazon/images/41rqNiRIgdL.jpg,6,5,10
14299,10351,Amazon/images/51%2BiNxcXSkL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
14303,9496,Amazon/images/51Rg9dlP9YL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
14304,10913,Amazon/images/51P0f49fXTL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
14305,9961,Amazon/images/419uC4SxRBL.jpg,Amazon/images/41JXOlOAXHL.jpg,2,11,10
14306,10647,Amazon/images/41Mxji%2BuWmL.jpg,Amazon/images/41HIAEnWKWL.jpg,2,4,8
14307,9130,Amazon/images/41soxh4XjvL.jpg,Amazon/images/414vK-PXiuL.jpg,2,5,10
14308,8080,Amazon/images/41%2BtxigR1PL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,11,10
14310,139,Amazon/images/41gfk-cRR9L.jpg,Amazon/images/414vK-PXiuL.jpg,2,11,10
14311,6307,Amazon/images/41KiHGcCaWL.jpg,Amazon/images/41HIAEnWKWL.jpg,2,11,8
14313,9338,Amazon/images/414a9WNA9KL.jpg,Amazon/images/41bt6tUEYQL.jpg,2,4,8
14314,2561,Amazon/images/41h6OX60D9L.jpg,Amazon/images/41rcPSO4aNL.jpg,2,4,8
14316,6642,Amazon/images/41x4-qtdR7L.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
14317,6011,Amazon/images/51tufYVr9KL.jpg,Amazon/images/419cD9L3QiL.jpg,6,5,10
14318,11726,Amazon/images/41h811GazaL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,4,8
14319,8404,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/31Em3tKfKaL.jpg,2,4,8
14320,9877,Amazon/images/41pOfqOjFbL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
14321,6971,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
14324,7430,Amazon/images/41M9EdCF6oL.jpg,Amazon/images/41YSHdiROIL.jpg,6,5,10
14325,11698,Amazon/images/51rJ%2BUdkc5L.jpg,Amazon/images/41m0FgksT1L.jpg,2,3,10
14327,7539,Amazon/images/51np2aUCRHL.jpg,Amazon/images/4170fAW4x%2BL.jpg,2,11,8
14328,6221,Amazon/images/41qGEff%2BDfL.jpg,Amazon/images/419cD9L3QiL.jpg,6,5,10
14329,7707,Amazon/images/51JxVJ-8O7L.jpg,Amazon/images/41MedmiQ68L.jpg,2,11,10
14330,11327,Amazon/images/41Mxji%2BuWmL.jpg,Amazon/images/41maYFVBeeL.jpg,2,4,10
14331,10525,Amazon/images/41thhHO72pL.jpg,Amazon/images/41HIAEnWKWL.jpg,2,11,8
14332,11579,Amazon/images/412romQv87L.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
14333,10034,Amazon/images/41ixXaj%2Bs2L.jpg,Amazon/images/41YSHdiROIL.jpg,6,5,10
14334,10652,Amazon/images/4106u-zm4QL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
14335,6658,Amazon/images/41%2B%2Bk0BzwmL.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
14336,11183,Amazon/images/410MQJ1qofL.jpg,Amazon/images/51X6A29hWhL.jpg,6,5,10
14337,7041,Amazon/images/51ZDnbhIszL.jpg,Amazon/images/41iMMCy2RbL.jpg,2,4,10
14338,11141,Amazon/images/51ucA1I9nKL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
14339,10361,Amazon/images/412I3VnustL.jpg,Amazon/images/41c0BzUWxyL.jpg,2,4,10
14341,9412,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/4182ZwGiNXL.jpg,6,5,10
14343,9123,Amazon/images/41ec9N4VBFL.jpg,Amazon/images/41pBNiokb-L.jpg,2,11,10
14345,9945,Amazon/images/414SYsu1jvL.jpg,Amazon/images/4182ZwGiNXL.jpg,1,5,10
14346,11205,Amazon/images/415uU45GntL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,4,8
14348,6596,Amazon/images/51ucA1I9nKL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
14349,10118,Amazon/images/41kO-UUxEEL.jpg,Amazon/images/41Ww5lQOsrL.jpg,1,5,10
14350,7955,Amazon/images/41h811GazaL.jpg,Amazon/images/41WS2UdCGXL.jpg,2,4,8
14352,8880,Amazon/images/415BIWlap0L.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
14353,7210,Amazon/images/41m5kC42wyL.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
14354,4705,Amazon/images/41q8Uqa1bHL.jpg,Amazon/images/41NzHlC46kL.jpg,2,11,10
14355,10879,Amazon/images/41k7eqx6vLL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
14358,7830,Amazon/images/415ineIxeSL.jpg,Amazon/images/41QUqtDNIkL.jpg,2,3,10
14359,9516,Amazon/images/412sxQtYFiL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
14360,7491,Amazon/images/417Rr1YGTiL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,4,10
14361,7327,Amazon/images/41KungP3DUL.jpg,Amazon/images/41YSHdiROIL.jpg,2,3,10
14362,9707,Amazon/images/41t20Y%2BehtL.jpg,Amazon/images/41I-O-JfUPL.jpg,2,11,8
14365,8909,Amazon/images/319RNBzFr%2BL.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
14366,6382,Amazon/images/41b%2Ba36X9wL.jpg,Amazon/images/41tcYHChHoL.jpg,1,5,10
14367,8100,Amazon/images/312MvzhFNAL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
14368,10584,Amazon/images/41o%2BDoT-xZL.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
14369,9822,Amazon/images/51Y6OyQ03KL.jpg,Amazon/images/41I-O-JfUPL.jpg,2,4,8
14371,10841,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
14372,3490,Amazon/images/41TN8vsO%2BkL.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
14373,490,Amazon/images/41krmmjHNnL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
14376,8989,Amazon/images/519-CR2FbIL.jpg,Amazon/images/41PEyVgOtiL.jpg,3,5,1
14377,10635,Amazon/images/41OUmPpg7oL.jpg,Amazon/images/4182ZwGiNXL.jpg,6,5,10
14378,7611,Amazon/images/41Zmrwqy22L.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
14379,8790,Amazon/images/51iDPa8DeoL.jpg,Amazon/images/41PEyVgOtiL.jpg,3,5,1
14380,9269,Amazon/images/51xpSEeGD4L.jpg,Amazon/images/41EF8EMZgML.jpg,2,4,10
14381,7824,Amazon/images/51iuA6MLbsL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
14382,10806,Amazon/images/51Rg1mOmT-L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
14383,6515,Amazon/images/410tL9t3g9L.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
14384,7359,Amazon/images/414q45TB7KL.jpg,Amazon/images/41YSHdiROIL.jpg,6,5,10
14385,11557,Amazon/images/51lHj4KsnIL.jpg,Amazon/images/31gtJ8glq%2BL.jpg,3,5,10
14387,7904,Amazon/images/419AdC%2BD6dL.jpg,Amazon/images/41p47ZjpPtL.jpg,2,4,8
14389,10429,Amazon/images/41T97q6R4BL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
14390,9345,Amazon/images/41LGln7AuyL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,4,10
14391,4113,Amazon/images/41IHtUKQLeL.jpg,Amazon/images/419gCnFEHvL.jpg,2,4,10
14392,9105,Amazon/images/41TmRklDs4L.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
14393,11014,Amazon/images/51z2pxdpDSL.jpg,Amazon/images/41NzHlC46kL.jpg,2,11,10
14394,10330,Amazon/images/419LNicsDBL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
14395,6195,Amazon/images/41yhZcQltbL.jpg,Amazon/images/4162-T9AazL.jpg,2,11,8
14396,10461,Amazon/images/41FIvCoIRTL.jpg,Amazon/images/4182ZwGiNXL.jpg,6,5,10
14397,7148,Amazon/images/41dFzEKsNqL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
14398,8273,Amazon/images/51lHj4KsnIL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
14399,6275,Amazon/images/41wgXXJGiCL.jpg,Amazon/images/41gWT1dZDhL.jpg,2,3,8
14400,8311,Amazon/images/41iP1s47DkL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
14401,11572,Amazon/images/51E8lQFlKFL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
14404,11748,Amazon/images/41gsukzF%2BtL.jpg,Amazon/images/51oSaj2BUCL.jpg,2,3,10
14406,10947,Amazon/images/51c2NV0E6pL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
14407,7082,Amazon/images/41lKYMH%2BkYL.jpg,Amazon/images/41YSHdiROIL.jpg,6,5,10
14408,9860,Amazon/images/412EHiqdM0L.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
14409,6265,Amazon/images/51lHj4KsnIL.jpg,Amazon/images/41HdicjYxPL.jpg,3,5,10
14410,8839,Amazon/images/51P0f49fXTL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
14411,7834,Amazon/images/41MOfObzduL.jpg,Amazon/images/41p47ZjpPtL.jpg,2,11,8
14412,766,Amazon/images/414bLUg6pdL.jpg,Amazon/images/41VLCuXs4FL.jpg,6,5,10
14413,11728,Amazon/images/51x7q56s-ZL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
14414,9498,Amazon/images/41UndXkFgsL.jpg,Amazon/images/41I-O-JfUPL.jpg,2,11,8
14416,11179,Amazon/images/412EHiqdM0L.jpg,Amazon/images/41CAzqZTHFL.jpg,"1,6",5,10
14417,1349,Amazon/images/41aOAyhhbPL.jpg,Amazon/images/31N0bKOOhAL.jpg,6,5,10
14418,7230,Amazon/images/41b%2Ba36X9wL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
14419,6683,Amazon/images/41ZrBl4LpBL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,"2,3",5,10
14421,7278,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/41QUqtDNIkL.jpg,6,5,10
14422,6150,Amazon/images/41do80asZtL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
14423,7591,Amazon/images/41GksCvpk4L.jpg,Amazon/images/41lKJqCFKFL.jpg,6,5,10
14426,10320,Amazon/images/41gsukzF%2BtL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,3,8
14427,7261,Amazon/images/41SPCzuvK%2BL.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
14428,6787,Amazon/images/417L0t36UeL.jpg,Amazon/images/419cD9L3QiL.jpg,6,5,10
14429,7060,Amazon/images/417IKQM5SNL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
14430,11513,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/41CAzqZTHFL.jpg,6,5,10
14431,7073,Amazon/images/41DpDyrIAQL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
14432,9120,Amazon/images/41mnWJ7aNoL.jpg,Amazon/images/41Is6RSGa6L.jpg,2,11,8
14433,10221,Amazon/images/41hHnr5mPgL.jpg,Amazon/images/41c3NSTRZuL.jpg,2,11,10
14434,7739,Amazon/images/416FiqA10NL.jpg,Amazon/images/41YSHdiROIL.jpg,2,3,10
14435,9587,Amazon/images/41nDZPOItTL.jpg,Amazon/images/41l0dGkIbDL.jpg,3,5,10
14436,2722,Amazon/images/41oWegGzI%2BL.jpg,Amazon/images/41tcYHChHoL.jpg,"6,3",5,10
14437,10154,Amazon/images/418BSj2sbCL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
14438,7308,Amazon/images/41h5sXAL9ZL.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
14440,11236,Amazon/images/419V2gRVmCL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,4,8
14441,5959,Amazon/images/41kdRfabfVL.jpg,Amazon/images/414c0cB41rL.jpg,2,4,10
14442,10605,Amazon/images/41MXD4ABixL.jpg,Amazon/images/41usSR2NUqL.jpg,2,3,8
